author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;year_of_construction;kitchen_meters;district;street;house_number;underground
Аренда ЭТАЖИ-Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/308171274/;Краснодар;rent;flat;10;24;1;55;55000;0;2015;-1;мкр. Центральный; Буденного;129;
ID 102549414;realtor;https://krasnodar.cian.ru/rent/flat/307555110/;Краснодар;rent;flat;16;18;1;19.4;25000;0;2018;-1;мкр. Панорама;Восточно-Кругликовская ;42/3к1;
ID 12906290;realtor;https://krasnodar.cian.ru/rent/flat/307919619/;Краснодар;rent;flat;13;16;1;26;25000;0;2023;3;Прикубанский; Ивана Беличенко;92к1;
Аренда ЭТАЖИ-Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307879655/;Краснодар;rent;flat;3;9;1;27;20000;0;2016;-1;Прикубанский; Имени В.М. Комарова;21/1к5;
ID 120581851;homeowner;https://krasnodar.cian.ru/rent/flat/306107361/;Краснодар;rent;flat;12;12;1;27.2;25000;0;2023;4;Прикубанский; Им. Мурата Ахеджака;12к4;
Девел-Риэлт;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307887814/;Краснодар;rent;flat;10;16;1;28;25000;0;2023;-1;Прикубанский; Ивана Беличенко;101;
Инна Чекунова;realtor;https://krasnodar.cian.ru/rent/flat/307909356/;Краснодар;rent;flat;15;17;1;36;35000;0;2022;-1;Прикубанский; Конгрессная;19/1к2;
ID 19839344;unknown;https://krasnodar.cian.ru/rent/flat/307065649/;Краснодар;rent;flat;1;4;1;20;25000;0;2017;5;мкр. Фестивальный; Сергея Михалева;2А;
ID 4561102;realtor;https://krasnodar.cian.ru/rent/flat/299004075/;Краснодар;rent;flat;5;7;1;48;20000;0;2012;4;мкр. РИП; Сергиевская;51;
Vega rielt;real_estate_agent;https://krasnodar.cian.ru/rent/flat/305856182/;Краснодар;rent;flat;8;9;1;35;25000;0;2023;3;Прикубанский; Героя Хабибуллина;9;
ID 110911774;homeowner;https://krasnodar.cian.ru/rent/flat/295841534/;Краснодар;rent;flat;5;5;1;25.2;7000;0;2022;-1;Прикубанский; Имени Ивана Лотышева;11;
ID 22301338;realtor;https://krasnodar.cian.ru/rent/flat/303368934/;Краснодар;rent;flat;3;20;1;26;30000;0;2024;-1;Прикубанский; Григория Булгакова;7к1;
ID 23357188;unknown;https://krasnodar.cian.ru/rent/flat/307577201/;Краснодар;rent;flat;6;22;1;30;25000;0;2020;-1;Прикубанский; Боспорская;8;
ID 108708477;homeowner;https://krasnodar.cian.ru/rent/flat/306476527/;Краснодар;rent;flat;19;25;1;21.9;30000;0;2021;-1;Камвольно-суконный Комбинат мкр; Дежнева;29.мар;
Самолет Плюс Степная;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306148626/;Краснодар;rent;flat;11;16;1;28;23000;0;-1;-1;Прикубанский; Ивана Беличенко;103;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306265478/;Краснодар;rent;flat;3;25;1;33;37000;0;2021;-1;мкр. Пашковский; Имени В.Н. Мачуги;166;
ID 82835013;homeowner;https://krasnodar.cian.ru/rent/flat/299775652/;Краснодар;rent;flat;13;25;1;30;27000;0;2022;-1;Прикубанский; Имени Героя Георгия Бочарникова;4к1;
ID 73022280;realtor;https://krasnodar.cian.ru/rent/flat/308099469/;Краснодар;rent;flat;18;19;1;38;30000;0;2015;-1;мкр. ККБ; Домбайская;10/1к2;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307548312/;Краснодар;rent;flat;7;16;1;25;27500;0;2022;-1;Прикубанский; Западный обход;57к3;
ID 39875132;homeowner;https://krasnodar.cian.ru/rent/flat/307760151/;Краснодар;rent;flat;13;17;1;22.2;25000;0;2018;-1;мкр. Панорама;Восточно-Кругликовская ;42/3к2;
ID 87780429;realtor;https://krasnodar.cian.ru/rent/flat/307665039/;Краснодар;rent;flat;3;10;1;25;25000;0;2013;-1;Прикубанский; Митинская;21;
Ольга Скороплетова;realtor;https://krasnodar.cian.ru/rent/flat/307664289/;Краснодар;rent;flat;1;5;1;40;35000;0;2004;-1;мкр. Дубинка; Ким;141;
ID 118503767;homeowner;https://krasnodar.cian.ru/rent/flat/305852762/;Краснодар;rent;flat;7;16;1;23;25000;0;2023;-1;Прикубанский; Ивана Беличенко;92к3;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307272300/;Краснодар;rent;flat;15;16;1;25;37000;0;2023;-1;Центральный;Обрывная ;132/1к6;
ID 13144881;unknown;https://krasnodar.cian.ru/rent/flat/272255772/;Краснодар;rent;flat;9;17;1;30;30000;0;2020;8;мкр. Гидростроителей; Парусная;10к2;
ID 117150426;homeowner;https://krasnodar.cian.ru/rent/flat/302646623/;Краснодар;rent;flat;8;16;1;24;22000;0;2023;-1;Прикубанский; Ивана Беличенко;103/1;
Владис;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307635500/;Краснодар;rent;flat;3;17;1;25.1;27000;0;2023;-1;Прикубанский; Ивана Беличенко;95к1;
Kvartall;real_estate_agent;https://krasnodar.cian.ru/rent/flat/293531035/;Краснодар;rent;flat;20;25;1;45;55000;0;2017;-1;мкр. Фестивальный; Совхозная;1к3;
ID 27191736;unknown;https://krasnodar.cian.ru/rent/flat/307753215/;Краснодар;rent;flat;11;17;1;23;18000;0;2019;-1;мкр. Славянский; Заполярная;37к3;
Ольга Скороплетова;realtor;https://krasnodar.cian.ru/rent/flat/307663929/;Краснодар;rent;flat;4;9;1;35;35000;0;2018;-1;Центральный; Карасунская;184;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/172117044/;Краснодар;rent;flat;7;24;1;57;65000;0;2012;-1;мкр. Кожзавод; Кожевенная;;
Галина Максимова;realtor;https://krasnodar.cian.ru/rent/flat/307414240/;Краснодар;rent;flat;9;16;1;25;29000;0;2023;-1;Прикубанский; Ивана Беличенко;90к1;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307956483/;Краснодар;rent;flat;8;16;1;28;38000;0;2022;-1;Прикубанский; Конгрессная;19/1к2;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307231496/;Краснодар;rent;flat;10;16;1;29;26500;0;2023;-1;Прикубанский; Ивана Беличенко;92к3;
ID 50595954;homeowner;https://krasnodar.cian.ru/rent/flat/267311132/;Краснодар;rent;flat;4;18;1;25;25000;0;2021;-1;Прикубанский; Им. Героя Яцкова И.В.;19;
Kvartall;real_estate_agent;https://krasnodar.cian.ru/rent/flat/291447661/;Краснодар;rent;flat;15;17;1;45;60000;0;2015;-1;мкр. Центральный; Кубанская Набережная;33;
ID 33597594;realtor;https://krasnodar.cian.ru/rent/flat/306926611/;Краснодар;rent;flat;11;20;1;33;35000;0;2024;6;Прикубанский; Им. Мурата Ахеджака;12к8;
ID 99347085;homeowner;https://krasnodar.cian.ru/rent/flat/307386608/;Краснодар;rent;flat;3;10;1;24;15000;0;2020;-1;Прикубанский; Даниила Смоляна;80/1;
ID 2570776;realtor;https://krasnodar.cian.ru/rent/flat/293278179/;Краснодар;rent;flat;6;18;1;27;35000;0;-1;-1;мкр. ХБК;Уральская ;75/6;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307509035/;Краснодар;rent;flat;3;18;1;27;31500;0;2019;-1;мкр. Панорама; Им. Героя Сарабеева В.И.;5к5;
ID 106840593;homeowner;https://krasnodar.cian.ru/rent/flat/306252229/;Краснодар;rent;flat;3;27;1;32;33000;0;2021;-1;мкр. Пашковский; Имени В.Н. Мачуги;166;
Самолет Плюс Степная;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307383271/;Краснодар;rent;flat;10;18;1;27;40000;0;2021;-1;Прикубанский; Конгрессная;31;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/305685155/;Краснодар;rent;flat;3;6;1;43;32000;0;2013;-1;мкр. Немецкая Деревня; Баварская;8;
Аренда ЭТАЖИ-Краснодар;real_estate_agent;https://krasnodar.cian.ru/rent/flat/308171386/;Краснодар;rent;flat;3;9;1;30;25000;0;2024;-1;Прикубанский; Имени Генерала Корнилова;12;
Fortuna SPb;real_estate_agent;https://krasnodar.cian.ru/rent/flat/306129807/;Краснодар;rent;flat;2;16;1;31;30000;0;2023;5;Прикубанский; Ивана Беличенко;92к2;
ID 117688338;realtor;https://krasnodar.cian.ru/rent/flat/307090226/;Краснодар;rent;flat;3;21;1;26;22000;0;2020;-1;мкр. Славянский; Заполярная;39к3;
ID 14814560;homeowner;https://krasnodar.cian.ru/rent/flat/298296225/;Краснодар;rent;flat;9;14;1;29;19000;0;-1;4.5;Прикубанский; 3-я Трудовая;01.июл;
Яндекс Аренда;real_estate_agent;https://krasnodar.cian.ru/rent/flat/307324554/;Краснодар;rent;flat;14;17;1;36;44000;0;2020;-1;мкр. Панорама; Героев-Разведчиков;8к1;
Валентина Крымская;realtor;https://krasnodar.cian.ru/rent/flat/151401789/;Краснодар;rent;flat;7;24;1;90;100000;0;2010;-1;мкр. Центральный; Кубанская Набережная;;
ID 105449992;homeowner;https://krasnodar.cian.ru/rent/flat/308025945/;Краснодар;rent;flat;4;24;1;26;27000;0;2023;-1;;;;
ID 74027277;homeowner;https://krasnodar.cian.ru/rent/flat/308002418/;Краснодар;rent;flat;11;16;1;27;25000;0;2023;8;Прикубанский; Имени М.П. Шемякина;2;
ID 103799456;homeowner;https://krasnodar.cian.ru/rent/flat/305530743/;Краснодар;rent;flat;7;16;1;27;25000;0;2023;2;Прикубанский; Ивана Беличенко;92к1;
ID 84850863;unknown;https://krasnodar.cian.ru/rent/flat/297456929/;Краснодар;rent;flat;15;19;1;24.8;25000;0;2020;3.7;Имени Демьяна Бедного жилмассив; Степная;01.янв;
ID 73424156;homeowner;https://krasnodar.cian.ru/rent/flat/307626739/;Краснодар;rent;flat;3;16;1;30;27000;0;2023;8;Прикубанский; Ивана Беличенко;92к2;
ID 122529955;homeowner;https://krasnodar.cian.ru/rent/flat/308087933/;Краснодар;rent;flat;1;18;1;21;30000;0;2017;-1;Прикубанский; Им. Мурата Ахеджака;12к1;
ID 121176585;homeowner;https://krasnodar.cian.ru/rent/flat/308109321/;Краснодар;rent;flat;13;16;1;26;25000;0;2023;-1;Прикубанский; Ивана Беличенко;95;
ID 75683734;homeowner;https://krasnodar.cian.ru/rent/flat/307684553/;Краснодар;rent;flat;10;16;1;27;25000;0;2023;-1;Прикубанский; Ивана Беличенко;92;
ID 85567999;homeowner;https://krasnodar.cian.ru/rent/flat/307888840/;Краснодар;rent;flat;7;9;1;30;35000;0;-1;-1;мкр. Новознаменский; Войсковая;11;
ID 79197573;homeowner;https://krasnodar.cian.ru/rent/flat/307876510/;Краснодар;rent;flat;4;16;1;30;30000;0;2023;-1;Прикубанский; Ивана Беличенко;90;
ID 102114772;homeowner;https://krasnodar.cian.ru/rent/flat/306178717/;Краснодар;rent;flat;9;16;1;45.9;35000;0;2022;-1;мкр. 9-й километр; Ярославская;113;
ID 851458;homeowner;https://krasnodar.cian.ru/rent/flat/308139357/;Краснодар;rent;flat;13;17;1;47;35000;0;2011;12;мкр. Комсомольский;Сормовская ;204;
ID 76029256;homeowner;https://krasnodar.cian.ru/rent/flat/307549619/;Краснодар;rent;flat;16;17;1;20;12500;0;2021;-1;Прикубанский; Западный обход;39/2;
ID 12269792;realtor;https://krasnodar.cian.ru/rent/flat/307752231/;Краснодар;rent;flat;9;16;1;20;21000;0;2021;-1;Прикубанский; Западный обход;39/2к2;
ID 68356385;homeowner;https://krasnodar.cian.ru/rent/flat/294968818/;Краснодар;rent;flat;15;19;1;25;28000;0;2021;5;мкр. Панорама; Героев-Разведчиков;6к4;
ID 73366172;realtor;https://krasnodar.cian.ru/rent/flat/306445489/;Краснодар;rent;flat;9;16;1;30;24000;0;2023;-1;Прикубанский; Ивана Беличенко;90;
Ольга Вишневская;real_estate_agent;https://krasnodar.cian.ru/rent/flat/304732090/;Краснодар;rent;flat;14;16;1;28;24000;0;-1;8;Прикубанский; Константина Гондаря;;
ID 74455192;homeowner;https://krasnodar.cian.ru/rent/flat/305727878/;Краснодар;rent;flat;18;22;1;35;40000;0;2023;-1;мкр. Пашковский; Имени В.Н. Мачуги;166к2;
ID 21829926;homeowner;https://krasnodar.cian.ru/rent/flat/305699637/;Краснодар;rent;flat;10;22;1;28;38000;0;2021;6;Прикубанский; Конгрессная;31;
ID 116015972;homeowner;https://krasnodar.cian.ru/rent/flat/307547604/;Краснодар;rent;flat;5;17;1;25;32000;0;2023;-1;Прикубанский; Константина Гондаря;103;
ID 117781783;homeowner;https://krasnodar.cian.ru/rent/flat/306911541/;Краснодар;rent;flat;2;24;1;44.4;44000;0;2023;-1;мкр. Гидростроителей; Имени Валерия Гассия;4/7к3;
ID 98009940;homeowner;https://krasnodar.cian.ru/rent/flat/305964162/;Краснодар;rent;flat;16;16;1;29;23000;0;2022;4;Прикубанский; Имени Героя Советского Союза Дмитрия Мирошниченко;41;
Самолет Плюс;real_estate_agent;https://krasnodar.cian.ru/rent/flat/300938053/;Краснодар;rent;flat;15;24;1;29;25000;0;2022;9;Прикубанский; Григория Булгакова;8;
ID 118604530;homeowner;https://krasnodar.cian.ru/rent/flat/304171308/;Краснодар;rent;flat;7;12;1;30;26000;0;2023;5;;;;
ID 27134898;homeowner;https://krasnodar.cian.ru/rent/flat/307815371/;Краснодар;rent;flat;3;20;1;21;20000;0;2021;2;мкр. РИП;Тепличная ;62/1к3;
ID 121358251;homeowner;https://krasnodar.cian.ru/rent/flat/307546572/;Краснодар;rent;flat;7;16;1;27;27000;0;2023;-1;Прикубанский; Ивана Беличенко;90;
